AtcoCode,TiplocCode,CrsCode,StationName,StationNameLang,GridType,Easting,Northing,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Latitude,Longitude
9100CLDNNRB,CLDNNRB,CIR,Caledonian Road & Barnsbury Rail Station,"",U,530695,184363,2003-11-04T00:00:00,2010-08-02T15:42:19,3,rev,51.5430414168, -0.1167032568
9100CUFFLEY,CUFFLEY,CUF,Cuffley Rail Station,"",U,530700,202800,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.708723054, -0.1097585788
9100NORBURY,NORBURY,NRB,Norbury Rail Station,"",U,530710,169720,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4114439365, -0.1219000953
9100REEDHMS,REEDHMS,RHM,Reedham (Surrey) Rail Station,"",U,530835,160785,2003-11-04T00:00:00,2009-12-10T15:27:26,2,rev,51.3311168831, -0.1233901081
9100HRNSY,HRNSY,HRN,Hornsey Rail Station,"",U,530900,189200,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.5864618559, -0.1119495944
9100PALMRSG,PALMRSG,PAL,Palmers Green Rail Station,"",U,530915,192745,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.6183152407, -0.1104116731
9100CRHL,CRHL,CWH,Crews Hill Rail Station,"",U,530970,200110,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.6844869604, -0.1068615213
9100BRGHTN,BRGHTN,BTN,Brighton Rail Station,"",U,531000,104920,2005-04-21T00:00:00,2010-10-04T12:05:21,3,rev,50.8289969623, -0.1412525289
9100WATRLMN,WATRLMN,WAT,London Waterloo Rail Station,"",U,531060,179950,2003-11-04T00:00:00,2009-10-13T16:26:29,2,rev,51.5032982602, -0.1130836248
9100BRIXTON,BRIXTON,BRX,Brixton Rail Station,"",U,531100,175500,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.4632979174, -0.1141578263
9100WADDON,WADDON,WDO,Waddon Rail Station,"",U,531155,164830,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.3673957219, -0.1173106836
9100BRGHLRD,BRGHLRD,LRB,London Road (Brighton) Rail Station,"",U,531315,105780,2005-04-21T00:00:00,2006-09-18T18:24:34,1,rev,50.8366553421, -0.1364746723
9100WLOE,WLOE,WAE,London Waterloo East Rail Station,"",U,531350,180044,2003-11-04T00:00:00,2007-04-17T14:15:02,2,rev,51.504075761, -0.108872757
9100FNPK,FNPK,FPK,Finsbury Park Rail Station,"",U,531358,186746,2003-11-04T00:00:00,2008-10-10T17:17:42,2,rev,51.5643025324, -0.1062590007
9100HRGY,HRGY,HGY,Harringay Rail Station,"",U,531400,188200,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.577359069, -0.1051105218
9100DRYP,DRYP,DYP,Drayton Park Rail Station,"",U,531445,185465,2005-04-25T00:00:00,2010-05-14T17:37:23,2,rev,51.5527705023, -0.1054827348
9100PURLEY,PURLEY,PUR,Purley Rail Station,"",U,531470,161520,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.3375762777, -0.1140096477
9100WNMHILL,WNMHILL,WIH,Winchmore Hill Rail Station,"",U,531530,194500,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.6339428901, -0.1008743449
9100BAYFORD,BAYFORD,BAY,Bayford Rail Station,"",U,531537,208274,2005-04-21T00:00:00,2006-09-18T18:24:34,1,rev,51.7577191097, -0.0955835363
9100FRNDNLT,FRNDNLT,ZFD,Farringdon (London) Rail Station,"",U,531560,181840,2003-11-04T00:00:00,2010-06-04T18:47:16,2,rev,51.5201671742, -0.1051789136
9100HGHI,HGHI,HHY,Highbury & Islington Rail Station,"",U,531585,184735,2003-11-04T00:00:00,2010-05-14T17:37:23,3,rev,51.5461777019, -0.103737426
9100HIGHBYA,HIGHBYA,HII,Highbury & Islington Rail Station,"",U,531585,184725,2003-11-04T00:00:00,2010-05-14T17:37:23,2,rev,51.5460878363, -0.1037411643
9100BURGESH,BURGESH,BUG,Burgess Hill Rail Station,"",U,531625,118805,2003-11-04T00:00:00,2011-08-22T17:03:04,2,rev,50.9536493887, -0.1273860328
9100HFDN,HFDN,HFN,Hertford North Rail Station,"",U,531681,212856,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.7988609689, -0.0917600735
9100CTMSLNK,CTMSLNK,CTK,City Thameslink Rail Station,"",U,531690,181150,2005-04-25T00:00:00,2007-04-17T14:15:02,2,rev,51.5139360643, -0.1035639706
9100BLFR,BLFR,BFR,London Blackfriars Rail Station,"",U,531714,180914,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.511809604, -0.1033064322
9100GRPK,GRPK,GPK,Grange Park Rail Station,"",U,531750,195470,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.6426082109, -0.0973320762
9100TULSEH,TULSEH,TUH,Tulse Hill Rail Station,"",U,531800,172910,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.439859554, -0.1050510178
9100GORDONH,GORDONH,GDH,Gordon Hill Rail Station,"",U,531880,197780,2003-11-04T00:00:00,2010-05-14T17:36:24,2,rev,51.6633360633, -0.0945839997
9100HRGYGL,HRGYGL,HRY,Harringay Green Lanes Rail Station,"",U,531885,188193,2003-11-04T00:00:00,2010-05-14T17:37:23,2,rev,51.5771828877, -0.0981182196
9100WNORWOD,WNORWOD,WNW,West Norwood Rail Station,"",U,531910,172010,2003-11-04T00:00:00,2010-06-04T18:47:16,2,rev,51.4317458109, -0.1038042183
9100LBGHJN,LBGHJN,LGJ,Loughborough Junction Rail Station,"",U,531925,175855,2003-11-04T00:00:00,2010-06-04T18:47:16,2,rev,51.4662966456, -0.1021564205
9100HERNEH,HERNEH,HNH,Herne Hill Rail Station,"",U,531955,174410,2003-11-04T00:00:00,2010-05-14T17:37:23,2,rev,51.4533037255, -0.102263463
9100WVLSFLD,WVLSFLD,WVF,Wivelsfield Rail Station,"",U,532060,120000,2005-04-21T00:00:00,2011-08-22T17:03:04,2,rev,50.9642899705, -0.1207633726
9100ELPHNAC,ELPHNAC,EPH,Elephant & Castle Rail Station,"",U,532085,178945,2005-04-25T00:00:00,2010-06-04T18:47:16,4,rev,51.4940282398, -0.098700214
9100ESSEXRD,ESSEXRD,EXR,Essex Road Rail Station,"",U,532120,184140,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.5407057256, -0.0962497405
9100WCROYDN,WCROYDN,WCY,West Croydon Rail Station,"",U,532150,166083,2005-04-25T00:00:00,2007-06-14T15:58:48,2,rev,51.3784258204, -0.1025603616
9100ENFC,ENFC,ENC,Enfield Chase Rail Station,"",U,532180,196666,2005-04-25T00:00:00,2010-05-14T17:37:23,2,rev,51.6532550128, -0.0906697288
9100THTH,THTH,TTH,Thornton Heath Rail Station,"",U,532250,168350,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.3987754716, -0.100280296
9100BOSTON,BOSTON,BSN,Boston Rail Station,"",U,532301,344118,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,52.9781123717, -0.0309954737
9100CNNB,CNNB,CNN,Canonbury Rail Station,"",U,532380,185040,2003-11-04T00:00:00,2010-05-14T17:36:24,2,rev,51.5487325338, -0.09216443
9100KNLY,KNLY,KLY,Kenley Rail Station,"",U,532420,160120,2003-11-04T00:00:00,2010-05-14T17:37:23,2,rev,51.3247744025, -0.1008992757
9100PURLEYO,PURLEYO,PUO,Purley Oaks Rail Station,"",U,532500,162600,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.347043203, -0.0988301854
9100RDLSDWN,RDLSDWN,RDD,Riddlesdown Rail Station,"",U,532505,160980,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.3324835004, -0.0993606073
9100MLSECMB,MLSECMB,MCB,Moulsecoomb Rail Station,"",U,532530,106930,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,50.846714382, -0.1188141333
9100CANONST,CANONST,CST,London Cannon Street Rail Station,"",U,532620,180890,2003-11-04T00:00:00,2010-06-04T18:47:16,2,rev,51.5113821708, -0.0902671514
9100MRGT,MRGT,MOG,Moorgate Rail Station,"",U,532693,181683,2006-09-08T14:30:00,2010-06-04T17:57:00,3,rev,51.5184914149, -0.0889174169
9100OLDST,OLDST,OLD,Old Street Rail Station,"",U,532700,182500,2003-11-04T00:00:00,2007-04-17T14:15:02,2,rev,51.5258317895, -0.0885090187
9100WDULWCH,WDULWCH,WDU,West Dulwich Rail Station,"",U,532750,173030,2005-04-25T00:00:00,2010-06-04T18:47:16,2,rev,51.4407162507, -0.0913457383
9100DENMRKH,DENMRKH,DMK,Denmark Hill Rail Station,"",U,532810,176090,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4682016412, -0.0893351949
9100SCROYDN,SCROYDN,SCY,South Croydon Rail Station,"",U,532830,164380,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.3629626314, -0.0934308139
9100ECROYDN,ECROYDN,ECR,East Croydon Rail Station,"",U,532841,165770,2003-11-04T00:00:00,2008-11-19T18:02:10,2,rev,51.3754518482, -0.0927543224
9100SDSD,SDSD,SNR,Sanderstead Rail Station,"",U,532857,162747,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.3482809474, -0.0936522427
9100LNDNBDC,LNDNBDC,LBG,London Bridge Rail Station,"",U,532930,180190,2003-11-04T00:00:00,2010-06-04T18:47:16,2,rev,51.5050187718, -0.0860663187
9100LNDNBDE,LNDNBDE,LBG,London Bridge Rail Station,"",U,532930,180200,2003-11-04T00:00:00,2010-06-04T18:47:16,3,rev,51.5051086376, -0.0860625513
9100NDULWCH,NDULWCH,NDL,North Dulwich Rail Station,"",U,532950,174570,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4545089621, -0.0878918236
9100ENFLDTN,ENFLDTN,ENF,Enfield Town Rail Station,"",U,532970,196550,2005-04-25T00:00:00,2010-02-10T16:26:11,2,rev,51.6520265184, -0.0793010146
9100HERTFDE,HERTFDE,HFE,Hertford East Rail Station,"",U,532980,212910,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.7990391609, -0.0729130019
9100HYWRDSH,HYWRDSH,HHE,Haywards Heath Rail Station,"",U,533045,124630,2003-11-04T00:00:00,2011-08-22T17:03:04,2,rev,51.0056759707, -0.105050763
9100SELHRST,SELHRST,SRS,Selhurst Rail Station,"",U,533105,167610,2003-11-04T00:00:00,2010-05-27T19:04:08,3,rev,51.3919256691, -0.0882746656
9100LIVST,LIVST,LST,London Liverpool Street Rail Station,"",U,533216,181641,2003-11-04T00:00:00,2010-06-21T15:11:41,2,rev,51.5179909029, -0.0813998966
9100GIPSYH,GIPSYH,GIP,Gipsy Hill Rail Station,"",U,533321,171235,2003-11-04T00:00:00,2007-08-06T10:01:41,2,rev,51.424451003, -0.0838100922
9100STMFDHL,STMFDHL,SMH,Stamford Hill Rail Station,"",U,533380,187930,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.5744676612, -0.0766565162
9100FENCHRS,FENCHRS,FST,London Fenchurch Street Rail Station,"",U,533410,180940,2003-11-04T00:00:00,2010-06-04T18:47:16,2,rev,51.5116455824, -0.0788707296
9100EDULWCH,EDULWCH,EDW,East Dulwich Rail Station,"",U,533440,175360,2005-04-25T00:00:00,2010-05-14T17:36:24,2,rev,51.4614932275, -0.080545987
9100SEVNSIS,SEVNSIS,SVS,Seven Sisters Rail Station,"",U,533455,188800,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.5822680092, -0.0752448572
9100DALSKLD,DALSKLD,DLK,Dalston Kingsland Rail Station,"",U,533525,185005,2005-04-25T00:00:00,2010-05-14T17:37:23,2,rev,51.5481480385, -0.0756742388
9100SYDNHMH,SYDNHMH,SYH,Sydenham Hill Rail Station,"",U,533540,172160,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4327121996, -0.0803137756
9100HAGGERS,HAGGERS,HGG,Haggerston Rail Station,"",U,533555,183955,2010-02-05T15:56:50,2010-06-04T18:47:16,1,rev,51.5387053397, -0.0756398309
9100DALS,DALS,DLJ,Dalston Junction Rail Station,"",U,533570,184780,2010-02-05T15:56:31,2010-05-24T13:40:44,1,rev,51.5461154595, -0.0751109378
9100HOXTON,HOXTON,HOX,Hoxton Rail Station,"",U,533575,183155,2010-02-05T15:57:11,2010-06-04T18:47:16,1,rev,51.5315115893, -0.075655026
9100SHRDHST,SHRDHST,SDC,Shoreditch High Street Rail Station,"",U,533629,182251,2010-02-05T15:58:50,2010-02-05T15:58:50,0,new,51.5233750963, -0.0752198072
9100STKNWNG,STKNWNG,SKW,Stoke Newington Rail Station,"",U,533670,186910,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.5652328179, -0.0728615603
9100STOTNHM,STOTNHM,STO,South Tottenham Rail Station,"",U,533680,188595,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.580372482, -0.0720773948
9100WHHRTLA,WHHRTLA,WHL,White Hart Lane Rail Station,"",U,533690,191340,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.6050372456, -0.0708886785
9100BHILLPK,BHILLPK,BHK,Bush Hill Park Rail Station,"",U,533700,195400,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,51.6415193249, -0.0691949356
9100BRUCGRV,BRUCGRV,BCV,Bruce Grove Rail Station,"",U,533795,190110,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.5939593358, -0.0698420983
9100WHYTELF,WHYTELF,WHY,Whyteleafe Rail Station,"",U,533841,158508,2005-04-21T00:00:00,2006-09-18T18:24:34,1,rev,51.3099550362, -0.0811212248
9100SIVRST,SIVRST,SLV,Silver Street Rail Station,"",U,533916,192420,2005-04-25T00:00:00,2010-05-14T17:36:24,2,rev,51.614688688, -0.0672151307
9100NORWDJ,NORWDJ,NWD,Norwood Junction Rail Station,"",U,534000,168200,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.397016964, -0.0751960155
9100RCTRYRD,RCTRYRD,REC,Rectory Road Rail Station,"",U,534010,186170,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.5585021691, -0.0682408077
9100UWRLNGH,UWRLNGH,UWL,Upper Warlingham Rail Station,"",U,534068,158353,2005-04-21T00:00:00,2006-09-18T18:24:34,1,rev,51.3085086648, -0.0779244127
9100CATERHM,CATERHM,CAT,Caterham Rail Station,"",U,534120,155420,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.2821380427, -0.0782806392
9100CRYSTLP,CRYSTLP,CYP,Crystal Palace Rail Station,"",U,534120,170550,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4181067019, -0.0725839873
9100WHYTLFS,WHYTLFS,WHS,Whyteleafe South Rail Station,"",U,534155,157785,2005-04-21T00:00:00,2011-03-24T17:35:58,2,rev,51.3033836423, -0.076890083
9100PCKHMRY,PCKHMRY,PMR,Peckham Rye Rail Station,"",U,534190,176330,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.470033016, -0.0693887302
9100PKHMRYC,PKHMRYC,PMR,Peckham Rye Rail Station,"",U,534191,176330,2005-04-25T00:00:00,2007-11-14T16:29:49,2,rev,51.4700327789, -0.0693743417
9100EDMNGRN,EDMNGRN,EDR,Edmonton Green Rail Station,"",U,534310,193570,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.6249290203, -0.0610875153
9100TTNHMHL,TTNHMHL,TOM,Tottenham Hale Rail Station,"",U,534500,189500,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.5883098971, -0.0599041132
9100HAKNYNM,HAKNYNM,HAC,Hackney Downs Rail Station,"",U,534555,185100,2003-11-04T00:00:00,2010-05-14T17:37:23,2,rev,51.548757028, -0.0607923652
9100ANERLEY,ANERLEY,ANZ,Anerley Rail Station,"",U,534605,169900,2003-11-04T00:00:00,2010-05-14T17:36:24,2,rev,51.4121504955, -0.0658599305
9100FAMR,FAMR,FMR,Falmer Rail Station,"",U,534700,108700,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,50.8621216711, -0.0873578378
9100BTHNLGR,BTHNLGR,BET,Bethnal Green Rail Station,"",U,534715,182340,2003-11-04T00:00:00,2010-06-04T18:47:16,2,rev,51.5239168448, -0.0595413255
9100WCHAPEL,WCHAPEL,ZWL,Whitechapel Rail Station,"",U,534715,181845,2010-02-05T15:59:49,2010-02-16T14:56:50,2,rev,51.5194686455, -0.0597305213
9100CLAPTON,CLAPTON,CPT,Clapton Rail Station,"",U,534780,186540,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.5616436677, -0.0569984893
9100LONFLDS,LONFLDS,LOF,London Fields Rail Station,"",U,534790,184260,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.5411524205, -0.0577263865
9100SBURY,SBURY,SBU,Southbury Rail Station,"",U,534840,196230,2003-11-04T00:00:00,2010-05-14T17:36:24,2,rev,51.6487058202, -0.0524104286
9100CAMHTH,CAMHTH,CBH,Cambridge Heath (London) Rail Station,"",U,534850,183240,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.5319721727, -0.0572520963
9100NMBRLPK,NMBRLPK,NUM,Northumberland Park Rail Station,"",U,534875,191030,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.6019688995, -0.0539069251
9100HACKNYC,HACKNYC,HKC,Hackney Central Rail Station,"",U,534890,184925,2003-11-04T00:00:00,2010-05-14T17:37:23,2,rev,51.5471044422, -0.0560308162
9100SHADWEL,SHADWEL,SDE,Shadwell Rail Station,"",U,534935,180940,2010-02-05T15:58:26,2010-02-05T15:58:26,0,new,51.5112835169, -0.0569079056
9100PENEW,PENEW,PNW,Penge West Rail Station,"",U,534940,170510,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4175527378, -0.060813969
9100PCKHMQD,PCKHMQD,QRP,Queens Road Peckham Rail Station,"",U,535020,176745,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.4735650429, -0.057287956
9100WAPPING,WAPPING,WPE,Wapping Rail Station,"",U,535025,180175,2010-02-05T15:59:31,2010-02-05T15:59:31,0,new,51.5043874917, -0.0559045836
9100TURKYST,TURKYST,TUR,Turkey Street Rail Station,"",U,535130,198900,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.6726289265, -0.047190258
9100SBRMNDS,SBRMNDS,SBM,South Bermondsey Rail Station,"",U,535160,178370,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4881347391, -0.0546518416
9100ANGELRD,ANGELRD,AGR,Angel Road Rail Station,"",U,535200,192200,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.612404791, -0.0487664558
9100RTHERHI,RTHERHI,ROE,Rotherhithe Rail Station,"",U,535305,179785,2010-04-12T18:56:02,2010-04-12T18:56:02,0,new,51.5008159021, -0.0520222921
9100BIRKBCK,BIRKBCK,BIK,Birkbeck Rail Station,"",U,535335,169000,2003-11-04T00:00:00,2010-05-14T17:36:24,2,rev,51.403888888, -0.0557126082
9100SYDENHM,SYDENHM,SYD,Sydenham Rail Station,"",U,535370,171600,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4272456275, -0.0542181492
9100ROYSTON,ROYSTON,RYS,Royston Rail Station,"",U,535387,241247,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,52.0530886425, -0.0268926227
9100NUNHEAD,NUNHEAD,NHD,Nunhead Rail Station,"",U,535390,176005,2005-04-25T00:00:00,2010-05-27T19:04:08,2,rev,51.4668266219, -0.0522470725
9100PNGEE,PNGEE,PNE,Penge East Rail Station,"",U,535395,170720,2005-04-25T00:00:00,2010-05-27T19:04:08,2,rev,51.4193314862, -0.0541945966
9100FORESTH,FORESTH,FOH,Forest Hill Rail Station,"",U,535410,172940,2003-11-04T00:00:00,2010-05-14T17:37:23,2,rev,51.4392780589, -0.0531313997
9100CNDAW,CNDAW,ZCW,Canada Water Rail Station,"",U,535475,179475,2010-02-05T15:56:10,2010-02-05T15:56:10,0,new,51.4979894212, -0.0496935895
9100SURREYQ,SURREYQ,SQE,Surrey Quays Rail Station,"",U,535642,178946,2010-02-05T15:59:08,2010-02-05T15:59:08,0,new,51.493195576, -0.0474925165
9100ELMERSE,ELMERSE,ELE,Elmers End Rail Station,"",U,535780,168411,2005-04-25T00:00:00,2014-02-03T18:24:34,1,rev,51.398489582, -0.0495441803
9100BLCHSRD,BLCHSRD,BHO,Blackhorse Road Rail Station,"",U,535800,189345,2003-11-04T00:00:00,2010-06-04T18:47:16,2,rev,51.5866055024, -0.041209942
9100HOMRTON,HOMRTON,HMN,Homerton Rail Station,"",U,535840,184940,2003-11-04T00:00:00,2010-05-14T17:37:23,2,rev,51.547011697, -0.0423325837
9100HONROPK,HONROPK,HPA,Honor Oak Park Rail Station,"",U,535910,174145,2003-11-04T00:00:00,2010-05-14T17:37:23,2,rev,51.4499871094, -0.0454798264
9100THBLDSG,THBLDSG,TEO,Theobalds Grove Rail Station,"",U,535927,201128,2005-04-21T00:00:00,2006-09-18T18:24:34,1,rev,51.692457758, -0.0348052112
9100WLDNGHM,WLDNGHM,WOH,Woldingham Rail Station,"",U,535940,156360,2005-04-21T00:00:00,2006-09-18T18:24:34,1,rev,51.2901548311, -0.0518430517
9100WARE,WARE,WAR,Ware Rail Station,"",U,535998,213984,2003-11-04T00:00:00,2006-11-24T15:29:01,2,rev,51.8079649403, -0.0287536426
9100KENTHOS,KENTHOS,KTH,Kent House Rail Station,"",U,536040,169945,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.4122125796, -0.0452213855
9100PNDRSEN,PNDRSEN,PON,Ponders End Rail Station,"",U,536060,195545,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.642255947, -0.0350543162
9100LIMHSE,LIMHSE,LHS,Limehouse Rail Station,"",U,536120,181111,2005-04-25T00:00:00,2010-05-14T17:37:23,2,rev,51.5125361684, -0.0397760782
9100LEABDGE,LEABDGE,LEB,Lea Bridge Rail Station,"",U,536176,187123,2015-09-29T09:00:00,2015-09-29T09:00:00,1,rev,51.5665477908, -0.0366456064
9100NEWXGEL,NEWXGEL,NXG,New Cross Gate ELL Rail Station,"",U,536189,176950,2010-06-07T18:22:28,2010-06-07T18:22:28,0,new,51.4751271677, -0.0403876579
9100NEWXGTE,NEWXGTE,NXG,New Cross Gate Rail Station,"",U,536190,176950,2005-04-25T00:00:00,2010-05-27T19:04:08,2,rev,51.4751269271, -0.0403732678
9100GODSTON,GODSTON,GDN,Godstone Rail Station,"",U,536277,148357,2005-04-21T00:00:00,2006-09-18T18:24:34,1,rev,51.2181531133, -0.0500583421
9100BRIMSDN,BRIMSDN,BMD,Brimsdown Rail Station,"",U,536315,197035,2003-11-04T00:00:00,2010-05-14T17:36:24,2,rev,51.6555835568, -0.0307911888
9100CLOCKHS,CLOCKHS,CLK,Clock House Rail Station,"",U,536370,169550,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4085837591, -0.0406309221
9100STJMSST,STJMSST,SJS,St James Street (London) Rail Station,"",U,536393,188735,2003-11-04T00:00:00,2010-07-05T19:26:59,3,rev,51.5809810952, -0.0328918555
9100BROCKLY,BROCKLY,BCY,Brockley Rail Station,"",U,536420,175790,2003-11-04T00:00:00,2010-05-14T17:36:24,2,rev,51.4646472415, -0.0375111039
9100PLMPTON,PLMPTON,PMP,Plumpton Rail Station,"",U,536420,116148,2005-04-21T00:00:00,2006-09-18T18:24:34,1,rev,50.9286565684, -0.0601544007
9100ENFLDLK,ENFLDLK,ENL,Enfield Lock Rail Station,"",U,536427,198745,2005-04-25T00:00:00,2010-05-14T17:37:23,2,rev,51.6709227126, -0.0285062955
9100CFPK,CFPK,CFT,Crofton Park Rail Station,"",U,536520,174740,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.45518736, -0.036477467
9100WALHAMX,WALHAMX,WLC,Waltham Cross Rail Station,"",U,536521,200321,2005-04-21T00:00:00,2006-09-18T18:24:34,1,rev,51.6850619631, -0.0265322372
9100CHESHNT,CHESHNT,CHN,Cheshunt Rail Station,"",U,536647,202307,2005-04-21T00:00:00,2006-09-18T18:24:34,1,rev,51.7028782333, -0.0239334005
9100NBCKNHM,NBCKNHM,NBC,New Beckenham Rail Station,"",U,536720,170470,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.416767136, -0.0352474454
9100NWCRELL,NWCRELL,NWX,New Cross ELL Rail Station,"",U,536739,177100,2010-06-07T18:22:28,2010-06-07T18:22:28,0,new,51.4763425048, -0.0324150961
9100NWCROSS,NWCROSS,NWX,New Cross Rail Station,"",U,536740,177100,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.4763422632, -0.0324007057
9100LSYDNHM,LSYDNHM,LSY,Lower Sydenham Rail Station,"",U,536830,171370,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4248284049, -0.0333195275
9100WLTHQRD,WLTHQRD,WMW,Walthamstow Queens Road Rail Station,"",U,537020,188810,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.5815031634, -0.0238187685
9100HACKNYW,HACKNYW,HKW,Hackney Wick Rail Station,"",U,537060,184572,2003-11-04T00:00:00,2010-05-14T17:37:23,2,rev,51.5434103591, -0.0248923154
9100DEPTFD,DEPTFD,DEP,Deptford Rail Station,"",U,537160,177390,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4788466717, -0.0262441885
9100CATFORD,CATFORD,CTF,Catford Rail Station,"",U,537260,173560,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4444046468, -0.0262908765
9100WLTWCEN,WLTWCEN,WHC,Walthamstow Central Rail Station,"",U,537295,188975,2005-04-25T00:00:00,2008-10-07T09:30:46,2,rev,51.5829189505, -0.0197878799
9100CATFBDG,CATFBDG,CFB,Catford Bridge Rail Station,"",U,537365,173600,2005-04-25T00:00:00,2010-09-06T16:58:37,2,rev,51.4447386824, -0.0247654501
9100BCKNMJC,BCKNMJC,BKJ,Beckenham Junction Rail Station,"",U,537380,169865,2003-11-04T00:00:00,2010-05-14T17:36:24,2,rev,51.4111710618, -0.0259963666
9100BCKNHMJ,BCKNHMJ,BKJ,Beckenham Junction Rail Station,"",U,537395,169850,2003-11-04T00:00:00,2010-05-14T17:36:24,2,rev,51.4110326368, -0.0257866264
9100BROXBRN,BROXBRN,BXB,Broxbourne Rail Station,"",U,537403,207228,2005-04-21T00:00:00,2006-09-18T18:24:34,1,rev,51.746913795, -0.0110606305
9100EDPK,EDPK,EDN,Eden Park Rail Station,"",U,537420,167520,2003-11-04T00:00:00,2010-09-06T16:58:37,3,rev,51.3900885752, -0.0263287699
9100STJOHNS,STJOHNS,SAJ,St Johns (London) Rail Station,"",U,537435,176345,2003-11-04T00:00:00,2010-07-29T14:58:21,3,rev,51.4693892196, -0.0226931111
9100LDYW,LDYW,LAD,Ladywell Rail Station,"",U,537730,174890,2005-04-25T00:00:00,2006-09-18T18:24:34,1,rev,51.4562424895, -0.0190151041
9100MELDRTH,MELDRTH,MEL,Meldreth Rail Station,"",U,537730,245500,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,52.0907259969, 0.0089697848
9100BELNGHM,BELNGHM,BGM,Bellingham Rail Station,"",U,537780,172295,2003-11-04T00:00:00,2010-05-14T17:36:24,2,rev,51.432910924, -0.0193048772
9100BCKNHMH,BCKNHMH,BEC,Beckenham Hill Rail Station,"",U,538040,171375,2003-11-04T00:00:00,2010-05-27T19:04:08,2,rev,51.4245803532, -0.0159250385
